TransactionID,Time,Amount,MerchantID,TransactionType,Class
T1429,118701,3540,M11,Online,Normal
T1430,159946,964,M12,Mobile,Normal
T1431,98018,43,M57,Online,Normal
T1432,33666,843,M81,In-Store,Normal
T1433,63542,300,M24,In-Store,Normal
T1434,117280,271,M39,In-Store,Normal
T1435,163288,641,M74,Online,Normal
T1436,112374,347,M3,Mobile,Normal
T1437,74501,519,M30,Online,Normal
T1438,13440,9,M32,In-Store,Normal
T1439,6405,193,M9,Online,Normal
T1440,4963,213,M49,Mobile,Normal
T1441,131070,254,M86,Online,Normal
T1442,20180,814,M13,Online,Normal
T1443,3239,855,M77,Mobile,Normal
T1444,58005,549,M34,Online,Normal
T1445,16690,842,M11,Mobile,Normal
T1446,147585,275,M89,In-Store,Normal
T1447,163892,623,M55,Online,Normal
T1448,28349,363,M94,In-Store,Normal
T1449,158884,798,M69,Mobile,Normal
T1450,155758,599,M92,Mobile,Normal
T1451,133107,155,M18,Mobile,Normal
T1452,42979,338,M82,In-Store,Normal
T1453,115164,348,M98,Online,Normal
T1454,2050,652,M51,Mobile,Normal
T1455,136453,868,M68,In-Store,Normal
T1456,77475,36,M63,In-Store,Normal
T1457,81970,390,M64,Online,Normal
T1458,88405,667,M29,In-Store,Normal
T1459,87534,204,M24,Online,Normal
T1460,171029,113,M63,Online,Fraudulent
T1461,124022,208,M89,In-Store,Normal
T1462,168799,286,M26,Mobile,Normal
T1463,47697,723,M99,Online,Normal
T1464,166723,963,M81,Online,Normal
T1465,154799,595,M75,Mobile,Normal
T1466,79221,193,M35,Mobile,Normal
T1467,172133,156,M94,Online,Normal
T1468,148884,612,M21,Mobile,Normal
T1469,112874,237,M35,Online,Normal
T1470,79181,315,M24,In-Store,Normal
T1471,103581,447,M48,Mobile,Normal
T1472,63303,139,M83,Mobile,Normal
T1473,169670,454,M96,Online,Normal
T1474,95415,799,M71,In-Store,Normal
T1475,37501,801,M49,Online,Normal
T1476,37125,749,M17,Mobile,Normal
T1477,86508,734,M53,Mobile,Normal
T1478,79009,802,M2,Online,Normal
T1479,35207,379,M57,Mobile,Normal
T1480,19070,889,M66,Mobile,Normal
T1481,37465,46,M3,Mobile,Normal
T1482,108178,3444,M62,Mobile,Normal
T1483,150186,476,M42,Online,Normal
T1484,125475,423,M80,Online,Normal
T1485,169206,69,M88,Online,Normal
T1486,128375,662,M81,Mobile,Normal
T1487,61689,226,M54,In-Store,Normal
T1488,117453,308,M32,In-Store,Normal
T1489,56261,356,M77,Mobile,Normal
T1490,82065,315,M72,Online,Normal
T1491,98035,720,M83,Mobile,Normal
T1492,75502,286,M47,Online,Normal
T1493,65452,766,M56,Online,Normal
T1494,53950,154,M5,Online,Normal
T1495,97222,821,M66,Mobile,Normal
T1496,65376,514,M96,Mobile,Normal
T1497,90956,941,M5,Mobile,Normal
T1498,169931,805,M38,Mobile,Normal
T1499,53664,684,M87,In-Store,Normal
T1500,15636,245,M3,In-Store,Normal
T1501,37018,479,M6,Mobile,Normal
T1502,18227,47,M44,In-Store,Normal
T1503,53891,147,M57,In-Store,Normal
T1504,24625,689,M67,In-Store,Normal
T1505,128760,481,M77,In-Store,Normal
T1506,147032,321,M16,Online,Normal
T1507,162779,4,M41,In-Store,Normal
T1508,11229,673,M63,Mobile,Normal
T1509,146598,13,M50,Mobile,Normal
T1510,86135,350,M40,Online,Normal
T1511,32648,376,M7,In-Store,Normal
T1512,59795,78,M82,In-Store,Normal
T1513,108887,648,M15,Mobile,Normal
T1514,162533,249,M2,Online,Normal
T1515,84787,755,M7,In-Store,Normal
T1516,5217,835,M30,Online,Normal
T1517,156468,51,M79,In-Store,Normal
T1518,23100,451,M13,In-Store,Normal
T1519,71437,818,M91,Mobile,Normal
T1520,16722,679,M76,In-Store,Normal
T1521,70113,443,M44,Mobile,Normal
T1522,72240,838,M68,In-Store,Normal
T1523,78143,262,M13,Online,Normal
T1524,37634,717,M86,Mobile,Normal
T1525,155134,4703,M43,Mobile,Fraudulent
T1526,92441,899,M59,In-Store,Normal
T1527,10240,612,M37,Mobile,Normal
T1528,113390,202,M59,Online,Normal
T1529,106841,906,M70,Online,Normal
T1530,164006,155,M52,In-Store,Normal
T1531,144102,425,M27,In-Store,Normal
T1532,166599,289,M86,Online,Normal
T1533,43795,40,M57,Mobile,Normal
T1534,27999,278,M56,In-Store,Normal
T1535,39681,462,M13,Mobile,Normal
T1536,25106,432,M81,Online,Normal
T1537,17485,184,M84,Mobile,Normal
T1538,96823,707,M53,Online,Normal
T1539,28616,570,M40,Mobile,Normal
T1540,18537,481,M96,Online,Normal
T1541,95710,529,M28,In-Store,Normal
T1542,145460,82,M34,Mobile,Normal
T1543,33694,834,M79,In-Store,Normal
T1544,18939,201,M39,Online,Normal
T1545,66434,152,M4,Mobile,Normal
T1546,142085,866,M93,Online,Normal
T1547,53820,153,M32,Mobile,Normal
T1548,122021,44,M1,Mobile,Normal
T1549,43006,833,M75,Online,Normal
T1550,10304,326,M84,Mobile,Normal
T1551,50746,717,M79,In-Store,Normal
T1552,137427,858,M46,Online,Normal
T1553,166222,166,M83,In-Store,Normal
T1554,134949,558,M94,Mobile,Normal
T1555,22079,468,M84,Online,Normal
T1556,168192,321,M48,Online,Normal
T1557,7111,863,M1,In-Store,Normal
T1558,17482,485,M41,Online,Normal
T1559,76612,287,M62,Online,Normal
T1560,26774,143,M56,In-Store,Normal
T1561,53990,777,M100,Mobile,Normal
T1562,109800,507,M24,Mobile,Normal
T1563,126022,685,M45,Online,Normal
T1564,172302,593,M2,Online,Normal
T1565,71423,248,M13,In-Store,Normal
T1566,4563,533,M25,In-Store,Normal
T1567,78095,185,M94,In-Store,Normal
T1568,10097,224,M93,Mobile,Normal
T1569,47253,863,M85,Online,Normal
T1570,70861,935,M18,Online,Normal
T1571,88997,656,M8,Online,Normal
T1572,79868,87,M16,Mobile,Normal
T1573,101818,122,M62,Mobile,Normal
T1574,17927,90,M46,Online,Normal
T1575,63425,604,M82,In-Store,Normal
T1576,109561,513,M40,In-Store,Normal
T1577,158843,517,M97,In-Store,Normal
T1578,120755,347,M19,Mobile,Normal
T1579,45946,135,M3,Mobile,Normal
T1580,65443,969,M82,Mobile,Normal
T1581,141520,18,M98,In-Store,Normal
T1582,159975,320,M7,In-Store,Normal
T1583,124992,232,M32,Mobile,Normal
T1584,114839,897,M38,In-Store,Normal
T1585,119378,645,M83,Mobile,Normal
T1586,27649,675,M88,Online,Normal
T1587,64540,423,M61,In-Store,Normal
T1588,150572,244,M83,In-Store,Normal
T1589,151021,126,M19,Online,Normal
T1590,53411,750,M21,Online,Normal
T1591,35692,518,M46,Mobile,Normal
T1592,29133,435,M67,Online,Normal
T1593,143390,796,M71,Mobile,Normal
T1594,148675,917,M30,Mobile,Normal
T1595,99255,407,M66,In-Store,Normal
T1596,15404,438,M95,Mobile,Normal
T1597,147336,772,M48,Mobile,Normal
T1598,45972,164,M74,Online,Normal
T1599,171548,367,M52,Mobile,Normal
T1600,68425,342,M59,Mobile,Normal
T1601,46591,973,M21,In-Store,Normal
T1602,97166,269,M75,Online,Normal
T1603,20521,196,M2,Online,Normal
T1604,167164,301,M10,In-Store,Normal
T1605,143818,461,M17,Mobile,Normal
T1606,125356,931,M71,Mobile,Normal
T1607,154427,554,M88,In-Store,Normal
T1608,44588,759,M78,Mobile,Normal
T1609,37278,14,M71,Online,Normal
T1610,155878,750,M60,Online,Normal
T1611,103732,356,M100,Mobile,Normal
T1612,16493,120,M56,Mobile,Normal
T1613,107968,546,M4,Online,Normal
T1614,45773,260,M83,Mobile,Normal
T1615,78546,197,M47,Mobile,Normal
T1616,47271,626,M46,Mobile,Normal
T1617,60348,524,M83,Online,Normal
T1618,99498,493,M1,In-Store,Normal
T1619,131401,3369,M14,In-Store,Normal
T1620,85271,281,M64,In-Store,Normal
T1621,128047,132,M43,Online,Normal
T1622,4094,970,M55,Mobile,Normal
T1623,90081,109,M33,Mobile,Normal
T1624,32104,993,M56,In-Store,Normal
T1625,74084,804,M55,Online,Normal
T1626,96409,525,M46,Online,Normal
T1627,72998,685,M80,Online,Normal
T1628,72828,954,M18,In-Store,Normal
T1629,105054,120,M82,In-Store,Normal
T1630,121613,4441,M52,Online,Normal
T1631,5486,699,M42,In-Store,Normal
T1632,62274,913,M9,Online,Normal
T1633,87315,456,M96,Online,Normal
T1634,155578,240,M25,Mobile,Fraudulent
T1635,137874,39,M31,Mobile,Normal
T1636,65455,725,M83,Online,Normal
T1637,86364,221,M5,Mobile,Normal
T1638,172793,319,M34,In-Store,Normal
T1639,27297,748,M82,Mobile,Normal
T1640,22303,233,M60,Online,Normal
T1641,171264,484,M64,Mobile,Normal
T1642,155051,883,M35,Mobile,Normal
T1643,75528,97,M90,Mobile,Normal
T1644,165093,82,M93,Online,Fraudulent
T1645,110113,500,M75,Mobile,Normal
T1646,144252,454,M73,In-Store,Normal
T1647,73348,736,M97,Online,Normal
T1648,89927,961,M30,Online,Normal
T1649,50662,4564,M95,Mobile,Normal
T1650,10144,728,M55,In-Store,Normal
T1651,9629,720,M7,In-Store,Normal
T1652,64025,321,M52,In-Store,Normal
T1653,134339,250,M89,Online,Normal
T1654,63941,715,M55,Mobile,Normal
T1655,62894,316,M5,In-Store,Normal
T1656,2176,103,M87,In-Store,Normal
T1657,51454,798,M80,Online,Normal
T1658,4735,808,M22,Online,Normal
T1659,126134,335,M7,Online,Normal
T1660,131524,453,M36,Online,Normal
T1661,155541,288,M41,In-Store,Normal
T1662,57666,4470,M73,Online,Normal
T1663,30584,630,M20,Online,Normal
T1664,1836,66,M57,Online,Normal
T1665,111869,789,M91,Online,Normal
T1666,88349,709,M60,Online,Normal
T1667,88945,486,M78,Online,Normal
T1668,137876,431,M97,In-Store,Normal
T1669,27801,313,M61,In-Store,Normal
T1670,153189,72,M44,Online,Normal
T1671,116698,936,M79,Mobile,Normal
T1672,67935,486,M19,In-Store,Normal
T1673,41417,693,M63,Online,Normal
T1674,122930,686,M67,Mobile,Normal
T1675,112302,62,M83,Online,Normal
T1676,12788,307,M35,In-Store,Normal
T1677,346,364,M6,In-Store,Normal
T1678,43877,682,M34,In-Store,Normal
T1679,16873,601,M21,Online,Normal
T1680,154123,137,M57,Online,Normal
T1681,98462,859,M38,Mobile,Normal
T1682,106330,251,M83,Mobile,Normal
T1683,132897,58,M79,Mobile,Normal
T1684,74904,451,M15,Online,Normal
T1685,108201,276,M60,Mobile,Normal
T1686,60786,347,M71,Online,Normal
T1687,125829,358,M68,Mobile,Normal
T1688,147433,447,M93,Online,Normal
T1689,65934,946,M57,Mobile,Normal
T1690,154277,874,M36,Mobile,Fraudulent
T1691,122070,486,M32,In-Store,Normal
T1692,24458,672,M54,Online,Normal
T1693,167204,6,M5,Mobile,Normal
T1694,5497,703,M74,Online,Normal
T1695,65172,945,M51,Online,Normal
T1696,39339,131,M50,In-Store,Normal
T1697,39357,985,M53,Mobile,Normal
T1698,65174,983,M40,Mobile,Normal
T1699,74273,694,M25,In-Store,Normal
T1700,141804,490,M81,Online,Normal
T1701,67804,127,M79,Online,Normal
T1702,31448,872,M78,Mobile,Normal
T1703,150741,961,M86,Mobile,Normal
T1704,50424,840,M81,Online,Normal
T1705,66072,712,M63,Mobile,Normal
T1706,96104,228,M12,Mobile,Normal
T1707,27376,958,M90,In-Store,Normal
T1708,123033,485,M3,Online,Normal
T1709,134679,890,M13,Mobile,Normal
T1710,11727,287,M39,Mobile,Normal
T1711,71174,646,M71,In-Store,Normal
T1712,136790,48,M6,In-Store,Normal
T1713,81673,632,M69,Mobile,Normal
T1714,51136,855,M47,Mobile,Normal
T1715,84190,17,M63,Online,Normal
T1716,138455,351,M1,Mobile,Normal
T1717,171743,315,M47,In-Store,Normal
T1718,126976,357,M58,In-Store,Normal
T1719,116110,313,M100,Mobile,Normal
T1720,16953,684,M22,Mobile,Normal
T1721,5851,60,M92,Mobile,Normal
T1722,25159,229,M92,In-Store,Normal
T1723,165464,556,M73,In-Store,Normal
T1724,601,112,M100,In-Store,Normal
T1725,14964,200,M95,Mobile,Normal
T1726,95943,757,M2,Mobile,Normal
T1727,146089,858,M39,Mobile,Normal
T1728,149453,242,M13,Online,Normal
T1729,94379,867,M68,Mobile,Normal
T1730,121473,228,M42,Online,Normal
T1731,65300,685,M96,In-Store,Normal
T1732,80623,27,M24,In-Store,Normal
T1733,11662,11,M5,Mobile,Normal
T1734,60415,321,M95,In-Store,Normal
T1735,153194,109,M61,Mobile,Fraudulent
T1736,148259,868,M78,Mobile,Normal
T1737,172313,692,M37,Online,Normal
T1738,71836,3957,M94,In-Store,Normal
T1739,100218,328,M20,Online,Normal
T1740,155269,668,M11,Online,Normal
T1741,15426,675,M99,In-Store,Normal
T1742,98456,518,M8,Mobile,Normal
T1743,79692,118,M75,Mobile,Normal
T1744,36999,70,M43,In-Store,Normal
T1745,72842,148,M31,In-Store,Normal
T1746,48611,245,M51,In-Store,Normal
T1747,81828,392,M89,Online,Normal
T1748,11772,1000,M19,Mobile,Normal
T1749,71463,520,M38,In-Store,Normal
T1750,167250,376,M37,Mobile,Fraudulent
T1751,35019,163,M90,Online,Normal
T1752,90250,883,M68,Mobile,Normal
T1753,82319,740,M9,Mobile,Normal
T1754,42285,488,M1,Online,Normal
T1755,58565,140,M63,In-Store,Normal
T1756,75468,857,M65,Mobile,Normal
T1757,120437,844,M68,Mobile,Normal
T1758,167582,130,M40,Mobile,Normal
T1759,60968,373,M2,Online,Normal
T1760,50731,81,M33,In-Store,Normal
T1761,156513,651,M71,In-Store,Normal
T1762,59360,794,M26,Mobile,Normal
T1763,107719,291,M91,Mobile,Normal
T1764,74979,230,M10,In-Store,Normal
T1765,88189,144,M56,In-Store,Normal
T1766,16814,578,M75,In-Store,Normal
T1767,118931,65,M100,Online,Normal
T1768,162882,413,M27,Mobile,Normal
T1769,66868,664,M39,Mobile,Normal
T1770,128172,918,M55,Mobile,Normal
T1771,120610,943,M25,Mobile,Normal
T1772,135278,105,M30,In-Store,Normal
T1773,11967,888,M78,In-Store,Normal
T1774,164589,102,M26,In-Store,Normal
T1775,154516,115,M24,Mobile,Normal
T1776,68093,505,M28,Mobile,Normal
T1777,771,60,M12,Mobile,Normal
T1778,73346,34,M36,In-Store,Normal
T1779,79446,549,M88,Mobile,Normal
T1780,96477,969,M84,Online,Normal
T1781,162597,484,M5,In-Store,Normal
T1782,107998,704,M77,In-Store,Normal
T1783,118505,464,M81,Online,Normal
T1784,107229,265,M61,Mobile,Normal
T1785,141021,508,M34,Mobile,Normal
T1786,43224,52,M31,Mobile,Normal
T1787,84415,969,M11,Online,Normal
T1788,53321,983,M34,Mobile,Normal
T1789,147880,55,M54,In-Store,Normal
T1790,4875,176,M68,Mobile,Normal
T1791,26979,816,M74,Online,Normal
T1792,131666,579,M86,Mobile,Normal
T1793,170727,165,M92,Online,Normal
T1794,98800,321,M80,Mobile,Normal
T1795,95866,534,M37,Online,Normal
T1796,166759,645,M70,Online,Normal
T1797,34902,569,M29,Online,Normal
T1798,54701,486,M46,Online,Normal
T1799,14947,656,M83,In-Store,Normal
T1800,102239,305,M18,Online,Normal
T1801,140893,621,M33,Online,Normal
T1802,107126,146,M33,In-Store,Normal
T1803,165345,233,M89,Online,Fraudulent
T1804,140452,753,M55,Online,Normal
T1805,99289,33,M99,Mobile,Normal
T1806,93201,960,M42,In-Store,Normal
T1807,101182,139,M65,Mobile,Normal
T1808,64789,103,M69,In-Store,Normal
T1809,117769,426,M69,In-Store,Normal
T1810,84986,521,M7,In-Store,Normal
T1811,107331,582,M13,Mobile,Normal
T1812,71387,708,M24,In-Store,Normal
T1813,122835,820,M74,Mobile,Normal
T1814,134767,386,M35,Online,Normal
T1815,118868,925,M49,Mobile,Normal
T1816,69839,536,M39,Mobile,Normal
T1817,64206,871,M85,Mobile,Normal
T1818,129801,4471,M40,In-Store,Normal
T1819,75369,334,M23,Online,Normal
T1820,69539,399,M100,Mobile,Normal
T1821,129164,730,M71,Online,Normal
T1822,75691,869,M84,Mobile,Normal
T1823,35038,413,M68,In-Store,Normal
T1824,53791,698,M13,Mobile,Normal
T1825,138297,939,M70,In-Store,Normal
T1826,152663,214,M71,In-Store,Normal
T1827,131589,613,M99,Online,Normal
T1828,47011,292,M77,Mobile,Normal
T1829,69758,932,M46,Mobile,Normal
T1830,67209,716,M53,In-Store,Normal
T1831,70435,400,M29,Online,Normal
T1832,78850,462,M15,In-Store,Normal
T1833,126335,30,M47,Online,Normal
T1834,104933,955,M44,Online,Normal
T1835,158794,332,M5,In-Store,Normal
T1836,9693,736,M8,In-Store,Normal
T1837,61153,362,M6,Online,Normal
T1838,95131,229,M35,In-Store,Normal
T1839,20672,660,M60,Mobile,Normal
T1840,90196,3099,M16,Online,Normal
T1841,51309,464,M12,In-Store,Normal
T1842,66340,101,M90,Online,Normal
T1843,151714,185,M70,Online,Normal
T1844,66608,255,M12,In-Store,Normal
T1845,80041,314,M29,Online,Normal
T1846,82358,359,M62,Mobile,Normal
T1847,2580,286,M61,Online,Normal
T1848,84635,184,M89,Online,Normal
T1849,16782,385,M41,Mobile,Normal
T1850,31109,492,M82,Online,Normal
T1851,96557,673,M95,Mobile,Normal
T1852,63943,356,M79,In-Store,Normal
T1853,89727,754,M62,Mobile,Normal
T1854,23059,503,M58,Mobile,Normal
T1855,138297,681,M48,Online,Normal
T1856,89868,143,M8,In-Store,Normal
T1857,88205,2230,M95,In-Store,Normal
T1858,89629,143,M26,In-Store,Normal
T1859,102434,962,M78,Mobile,Normal
T1860,48670,981,M56,Online,Normal
T1861,74200,738,M13,Online,Normal
T1862,82263,184,M32,In-Store,Normal
T1863,14434,520,M82,Mobile,Normal
T1864,145027,241,M18,Online,Normal
T1865,104788,172,M37,Online,Normal
T1866,146232,623,M68,Mobile,Normal
T1867,17156,883,M14,In-Store,Normal
T1868,124904,1574,M18,Online,Normal
T1869,86995,131,M3,In-Store,Normal
T1870,97427,621,M88,In-Store,Normal
T1871,68018,969,M7,Mobile,Normal
T1872,130510,236,M88,Online,Normal
T1873,122405,47,M46,Mobile,Normal
T1874,113639,773,M54,Online,Normal
T1875,24562,940,M69,In-Store,Normal
T1876,130552,746,M24,Mobile,Normal
T1877,15361,824,M68,Online,Normal
T1878,140038,191,M48,In-Store,Normal
T1879,82828,495,M9,In-Store,Normal
T1880,167657,454,M91,Online,Normal
T1881,135081,150,M67,In-Store,Normal
T1882,98319,228,M65,Mobile,Normal
T1883,1709,808,M13,In-Store,Normal
T1884,89937,515,M58,Online,Normal
T1885,51991,527,M39,In-Store,Normal
T1886,62844,2774,M78,Mobile,Normal
T1887,36611,427,M92,Online,Normal
T1888,168008,125,M85,Online,Normal
T1889,151269,3280,M87,Online,Normal
T1890,48090,571,M56,Online,Normal
T1891,116489,201,M89,In-Store,Normal
T1892,91179,843,M59,Mobile,Normal
T1893,98412,609,M61,Mobile,Normal
T1894,18460,169,M34,Mobile,Normal
T1895,137004,709,M82,In-Store,Normal
T1896,133431,353,M58,Online,Normal
T1897,58952,242,M41,Online,Normal
T1898,50106,525,M57,In-Store,Normal
T1899,160830,705,M92,Mobile,Normal
T1900,63619,200,M55,Online,Normal
T1901,46077,810,M97,In-Store,Normal
T1902,17353,393,M1,In-Store,Normal
T1903,1920,917,M14,Mobile,Normal
T1904,116054,207,M41,Online,Normal
T1905,170357,105,M86,Online,Fraudulent
T1906,24431,805,M58,Online,Normal
T1907,172012,706,M64,Mobile,Normal
T1908,163686,885,M3,Online,Normal
T1909,168741,936,M92,Mobile,Normal
T1910,22324,198,M21,Mobile,Normal
T1911,23003,418,M65,Online,Normal
T1912,69860,839,M71,In-Store,Normal
T1913,57743,251,M34,Mobile,Normal
T1914,165591,163,M5,Online,Normal
T1915,9061,665,M51,Mobile,Normal
T1916,100306,446,M10,Online,Normal
T1917,31407,872,M3,In-Store,Normal
T1918,144688,635,M99,Online,Normal
T1919,32699,830,M70,Online,Normal
T1920,150655,720,M53,Mobile,Fraudulent
T1921,91939,240,M81,Online,Normal
T1922,31850,135,M75,Mobile,Normal
T1923,140368,849,M90,In-Store,Normal
T1924,62214,684,M97,In-Store,Normal
T1925,163073,692,M16,Online,Normal
T1926,37763,120,M37,Mobile,Normal
T1927,61072,971,M17,Online,Normal
T1928,31348,376,M63,Online,Normal
T1929,1439,137,M49,Mobile,Normal
T1930,43014,198,M77,Mobile,Normal
T1931,34207,836,M43,In-Store,Normal
T1932,55983,80,M80,Mobile,Normal
T1933,86494,144,M83,Mobile,Normal
T1934,48895,934,M34,Mobile,Normal
T1935,145699,364,M69,In-Store,Normal
T1936,99502,910,M38,Mobile,Normal
T1937,30078,378,M44,Online,Normal
T1938,114545,473,M67,Mobile,Normal
T1939,129727,347,M1,Mobile,Normal
T1940,71129,996,M80,Online,Normal
T1941,157816,216,M49,In-Store,Normal
T1942,101359,169,M100,Online,Normal
T1943,80745,913,M85,Mobile,Normal
T1944,148768,587,M36,In-Store,Normal
T1945,164280,637,M4,Online,Normal
T1946,19462,3532,M25,Mobile,Normal
T1947,85741,786,M34,Online,Normal
T1948,134205,421,M22,Mobile,Normal
T1949,120977,373,M73,In-Store,Normal
T1950,36721,903,M61,In-Store,Normal
T1951,73509,758,M44,Mobile,Normal
T1952,115496,802,M51,Mobile,Normal
T1953,33277,411,M90,Mobile,Normal
T1954,18484,907,M75,Online,Normal
T1955,75914,773,M99,In-Store,Normal
T1956,16420,446,M57,Mobile,Normal
T1957,140096,732,M99,Mobile,Normal
T1958,31446,23,M77,Online,Normal
T1959,27588,24,M16,Online,Normal
T1960,5095,754,M91,Mobile,Normal
T1961,27141,347,M45,Mobile,Normal
T1962,76933,234,M57,Online,Normal
T1963,83828,902,M87,Online,Normal
T1964,20060,459,M46,Mobile,Normal
T1965,8335,396,M76,In-Store,Normal
T1966,170435,404,M72,Online,Normal
T1967,105910,981,M98,Mobile,Normal
T1968,9119,380,M20,Mobile,Normal
T1969,162343,956,M80,Online,Normal
T1970,137026,650,M77,Online,Normal
T1971,153330,834,M69,Online,Normal
T1972,17725,378,M9,In-Store,Normal
T1973,107060,237,M70,In-Store,Normal
T1974,88351,152,M67,Mobile,Normal
T1975,119025,261,M9,In-Store,Normal
T1976,151631,731,M50,Mobile,Normal
T1977,37474,772,M53,In-Store,Normal
T1978,158720,102,M10,In-Store,Normal
T1979,153016,329,M35,Online,Normal
T1980,83746,528,M52,In-Store,Normal
T1981,124554,147,M85,Online,Normal
T1982,64798,853,M1,In-Store,Normal
T1983,133726,32,M6,Mobile,Normal
T1984,81001,527,M58,Mobile,Normal
T1985,130422,689,M11,Online,Normal
T1986,105857,319,M28,In-Store,Normal
T1987,62601,793,M99,In-Store,Normal
T1988,8130,931,M23,In-Store,Normal
T1989,92815,262,M4,In-Store,Normal
T1990,39334,732,M72,Online,Normal
T1991,69676,458,M39,Online,Normal
T1992,39159,139,M84,In-Store,Normal
T1993,42971,833,M16,In-Store,Normal
T1994,134195,237,M19,Mobile,Normal
T1995,78810,871,M46,In-Store,Normal
T1996,132011,461,M50,Online,Normal
T1997,167872,749,M87,Mobile,Normal
T1998,67142,255,M26,In-Store,Normal
T1999,59412,357,M25,Mobile,Normal
T2000,95734,303,M18,Mobile,Normal
T2001,167612,21,M91,Mobile,Normal
T2002,88229,341,M28,Mobile,Normal
T2003,37328,733,M77,In-Store,Normal
T2004,137018,848,M29,In-Store,Normal
T2005,64531,613,M40,In-Store,Normal
T2006,21181,245,M1,In-Store,Normal
T2007,105423,995,M29,Mobile,Normal
T2008,162208,86,M19,In-Store,Normal
T2009,36029,4,M46,Mobile,Normal
T2010,52305,780,M10,In-Store,Normal
T2011,121965,177,M34,Mobile,Normal
T2012,27210,26,M67,Mobile,Normal
T2013,77576,108,M40,In-Store,Normal
T2014,152594,809,M87,Mobile,Normal
T2015,20211,659,M25,In-Store,Normal
T2016,26958,184,M60,Mobile,Normal
T2017,163548,454,M58,Mobile,Normal
T2018,82680,205,M2,Online,Normal
T2019,132879,921,M95,In-Store,Normal
T2020,32976,871,M48,In-Store,Normal
T2021,129029,101,M80,Online,Normal
T2022,56001,491,M90,Online,Normal
T2023,93399,449,M29,In-Store,Normal
T2024,42925,609,M22,Mobile,Normal
T2025,37682,353,M34,Mobile,Normal
T2026,107401,568,M21,In-Store,Normal
T2027,143219,854,M65,Online,Normal
T2028,98373,800,M13,Mobile,Normal
T2029,63951,10,M97,Online,Normal
T2030,79949,998,M9,In-Store,Normal
T2031,65854,266,M86,Mobile,Normal
T2032,10349,32,M4,In-Store,Normal
T2033,128189,10,M81,Online,Normal
T2034,98882,269,M88,Mobile,Normal
T2035,5024,99,M40,Mobile,Normal
T2036,54356,66,M91,Online,Normal
T2037,167361,140,M39,In-Store,Normal
T2038,59340,170,M49,Mobile,Normal
T2039,44941,473,M84,In-Store,Normal
T2040,164743,520,M59,In-Store,Normal
T2041,163199,87,M26,In-Store,Normal
T2042,39297,543,M80,Online,Normal
T2043,126441,185,M2,Online,Normal
T2044,31565,600,M16,Online,Normal
T2045,79333,785,M71,In-Store,Normal
T2046,97448,480,M4,In-Store,Normal
T2047,83591,298,M29,In-Store,Normal
T2048,75574,237,M54,Online,Normal
T2049,155749,67,M96,Mobile,Fraudulent
T2050,161819,296,M93,Mobile,Normal
T2051,6676,455,M70,Mobile,Normal
T2052,17644,919,M82,Online,Normal
T2053,24436,859,M22,Online,Normal
T2054,160011,867,M24,Online,Normal
T2055,131032,676,M83,In-Store,Normal
T2056,68075,908,M71,In-Store,Normal
T2057,101245,19,M61,Mobile,Normal
T2058,103271,425,M52,In-Store,Normal
T2059,163040,408,M67,Online,Normal
T2060,130831,238,M55,Mobile,Normal
T2061,106110,222,M42,Mobile,Normal
T2062,76424,702,M99,Mobile,Normal
T2063,28632,414,M56,Online,Normal
T2064,109288,415,M2,Mobile,Normal
T2065,39279,56,M73,Online,Normal
T2066,156768,361,M67,Online,Normal
T2067,124137,655,M78,Mobile,Normal
T2068,18603,401,M30,Online,Normal
T2069,166539,671,M20,Online,Normal
T2070,153959,688,M65,Online,Normal
T2071,132643,730,M45,Mobile,Normal
T2072,41508,855,M26,Online,Normal
T2073,73154,324,M19,In-Store,Normal
T2074,77269,988,M96,Online,Normal
T2075,65784,202,M12,In-Store,Normal
T2076,25225,41,M49,Online,Normal
T2077,1248,498,M58,Online,Normal
T2078,125445,562,M51,Online,Normal
T2079,49839,176,M93,Mobile,Normal
T2080,83994,823,M69,Online,Normal
T2081,169211,601,M59,Mobile,Normal
T2082,130036,633,M13,Online,Normal
T2083,77353,144,M48,Mobile,Normal
T2084,133601,304,M90,Mobile,Normal
T2085,77791,544,M75,In-Store,Normal
T2086,29024,988,M13,Mobile,Normal
T2087,61450,428,M4,In-Store,Normal
T2088,27967,609,M95,Online,Normal
T2089,51521,390,M71,Online,Normal
T2090,162817,683,M94,Online,Normal
T2091,103154,415,M48,In-Store,Normal
T2092,16101,973,M44,In-Store,Normal
T2093,52917,185,M30,Mobile,Normal
T2094,106923,491,M51,Mobile,Normal
T2095,64901,147,M38,Mobile,Normal
T2096,7590,673,M56,Mobile,Normal
T2097,132105,814,M61,Mobile,Normal
T2098,53698,350,M11,In-Store,Normal
T2099,145553,540,M24,Mobile,Normal
T2100,95841,412,M20,Online,Normal
T2101,52029,771,M43,In-Store,Normal
T2102,65566,79,M68,Mobile,Normal
T2103,15581,242,M78,In-Store,Normal
T2104,106520,42,M81,Online,Normal
T2105,59382,152,M43,Mobile,Normal
T2106,63311,71,M27,In-Store,Normal
T2107,87299,746,M62,Online,Normal
T2108,147744,356,M49,In-Store,Normal
T2109,86545,551,M21,Mobile,Normal
T2110,69427,1,M65,Mobile,Normal
T2111,162051,328,M52,In-Store,Normal
T2112,29292,545,M23,In-Store,Normal
